loan_id,borrower_id,loan_amount,loan_tenure_months,interest_rate,loan_purpose,application_date,default_probability,is_default,credit_score_traditional
LN00000257,BRW000257,27041,36,17.413581961218213,Personal,2025-06-10 06:03:28.511147,0.02,False,504
LN00000258,BRW000258,28680,18,13.8622662211449,Business,2025-07-02 06:03:28.511158,0.02,False,754
LN00000259,BRW000259,28534,18,14.270017177249027,Personal,2024-12-24 06:03:28.511164,0.02,False,640
LN00000260,BRW000260,15451,24,18.05589207439746,Personal,2025-03-14 06:03:28.511171,0.02,False,655
LN00000261,BRW000261,10420,36,15.393945075402508,Personal,2025-02-18 06:03:28.511177,0.02,False,566
LN00000262,BRW000262,159071,36,15.602289294646773,Personal,2024-09-25 06:03:28.511183,0.02,False,622
LN00000263,BRW000263,19595,18,18.548387004654558,Home Improvement,2024-12-29 06:03:28.511190,0.02,False,662
LN00000264,BRW000264,22410,18,16.56679789604826,Business,2025-05-07 06:03:28.511196,0.26740890596538136,False,588
LN00000265,BRW000265,22838,36,17.34477632941329,Business,2024-12-27 06:03:28.511203,0.02,False,628
LN00000266,BRW000266,12020,36,14.125855469361515,Business,2025-07-07 06:03:28.511209,0.12615390223144368,False,788
LN00000267,BRW000267,25406,36,17.999652692499236,Home Improvement,2025-07-29 06:03:28.511215,0.11458150656441847,False,474
LN00000268,BRW000268,10000,18,16.33481350417869,Education,2025-02-28 06:03:28.511221,0.05010344335611441,False,668
LN00000269,BRW000269,39055,36,17.291198327107484,Education,2025-02-12 06:03:28.511228,0.1525378371774396,False,571
LN00000270,BRW000270,17944,18,17.09130600956963,Personal,2025-01-31 06:03:28.511236,0.02,False,783
LN00000271,BRW000271,54317,24,19.38866231086159,Business,2024-10-13 06:03:28.511242,0.02,False,631
LN00000272,BRW000272,33319,18,17.514458933643756,Personal,2025-01-25 06:03:28.511249,0.02,False,545
LN00000273,BRW000273,30182,12,12.520107656258403,Education,2024-09-10 06:03:28.511255,0.35176775860983245,True,628
LN00000274,BRW000274,11672,24,14.21653108967705,Personal,2024-12-09 06:03:28.511261,0.02,False,684
LN00000275,BRW000275,23298,12,16.678969700070063,Education,2025-07-29 06:03:28.511268,0.02,False,850
LN00000276,BRW000276,40314,24,17.1952440379377,Personal,2025-05-25 06:03:28.511274,0.02,False,439
LN00000277,BRW000277,24179,36,12.025332800333626,Business,2025-08-11 06:03:28.511280,0.02,False,530
LN00000278,BRW000278,10000,48,13.022853579785112,Business,2024-11-10 06:03:28.511287,0.02,False,780
LN00000279,BRW000279,48453,12,19.280698299921745,Personal,2024-10-02 06:03:28.511293,0.02,False,499
LN00000280,BRW000280,40324,18,21.89741478133587,Personal,2025-03-30 06:03:28.511300,0.02,False,650
LN00000281,BRW000281,10000,24,11.037195758596074,Personal,2024-09-13 06:03:28.511306,0.02,False,601
LN00000282,BRW000282,24359,12,16.77455302079726,Business,2025-04-19 06:03:28.511312,0.02,False,585
LN00000283,BRW000283,42286,12,16.14364417116106,Education,2025-06-09 06:03:28.511319,0.02,False,632
LN00000284,BRW000284,13634,24,19.034224025092044,Business,2024-11-11 06:03:28.511325,0.02,False,616
LN00000285,BRW000285,10000,24,17.489109268538723,Business,2025-01-28 06:03:28.511331,0.06146163691426704,False,755
LN00000286,BRW000286,10000,36,18.487298012450623,Business,2024-10-10 06:03:28.511338,0.02,False,782
LN00000287,BRW000287,20188,48,9.157501037834898,Business,2024-09-22 06:03:28.511344,0.02,False,692
LN00000288,BRW000288,46374,36,15.97859369250848,Personal,2025-05-13 06:03:28.511351,0.02,False,626
LN00000289,BRW000289,10000,18,13.28147366136381,Business,2024-11-13 06:03:28.511357,0.1884346641744399,False,675
LN00000290,BRW000290,10000,36,13.358269330058707,Personal,2025-05-26 06:03:28.511364,0.02,False,730
LN00000291,BRW000291,17279,24,12.321858605306828,Business,2024-12-18 06:03:28.511370,0.02,False,750
LN00000292,BRW000292,38181,24,16.685136939240717,Education,2024-10-04 06:03:28.511383,0.02,False,687
LN00000293,BRW000293,89593,48,17.000300337418537,Business,2025-07-29 06:03:28.511390,0.02,False,802
LN00000294,BRW000294,23631,36,17.892832139418793,Personal,2025-02-23 06:03:28.511396,0.02,False,588
LN00000295,BRW000295,12838,24,14.790780619947535,Personal,2025-04-25 06:03:28.511402,0.02,False,763
LN00000296,BRW000296,11648,12,20.15242336297811,Personal,2024-09-20 06:03:28.511422,0.02,False,720
LN00000297,BRW000297,66021,36,13.203851324072017,Business,2024-09-28 06:03:28.511428,0.02,False,588
LN00000298,BRW000298,10000,36,11.702274482939892,Business,2025-06-30 06:03:28.511434,0.02,False,673
LN00000299,BRW000299,25721,18,16.656388288412195,Personal,2024-10-03 06:03:28.511440,0.02,False,680
LN00000300,BRW000300,63204,18,13.946490999777861,Education,2024-08-19 06:03:28.511447,0.02,False,635
LN00000301,BRW000301,19406,12,17.595394234104027,Personal,2025-05-29 06:03:28.511453,0.02,False,634
LN00000302,BRW000302,10000,12,14.02677267705672,Education,2024-10-09 06:03:28.511459,0.02,False,497
LN00000303,BRW000303,33636,24,14.263225655204792,Business,2024-12-14 06:03:28.511465,0.08664018981097957,False,581
LN00000304,BRW000304,23936,12,14.019534726625588,Business,2024-09-23 06:03:28.511472,0.02,False,626
LN00000305,BRW000305,32090,48,13.804021761354779,Home Improvement,2025-05-24 06:03:28.511478,0.02,False,592
LN00000306,BRW000306,34992,36,15.994187788232415,Personal,2025-02-21 06:03:28.511484,0.06614884564132374,False,564
LN00000307,BRW000307,33330,18,16.71751562399175,Personal,2024-09-30 06:03:28.511490,0.02,True,756
LN00000308,BRW000308,27912,18,13.798501380812507,Education,2024-11-26 06:03:28.511497,0.02,False,639
LN00000309,BRW000309,37857,18,12.488061273238893,Personal,2024-09-18 06:03:28.511503,0.02,False,850
LN00000310,BRW000310,64812,12,17.496045876736122,Home Improvement,2025-04-20 06:03:28.511510,0.02,False,672
LN00000311,BRW000311,11769,12,17.16371554648234,Personal,2024-09-10 06:03:28.511516,0.08022086605181752,False,754
LN00000312,BRW000312,17809,24,18.14389826208648,Personal,2025-04-23 06:03:28.511523,0.02,False,629
LN00000313,BRW000313,41564,48,12.869930104788386,Business,2024-10-06 06:03:28.511529,0.02,False,583
LN00000314,BRW000314,20780,48,13.519596699444604,Personal,2025-08-10 06:03:28.511535,0.02,False,676
LN00000315,BRW000315,10000,36,18.4697231517536,Personal,2025-07-14 06:03:28.511541,0.02,False,779
LN00000316,BRW000316,28746,24,18.68814154688316,Home Improvement,2024-11-13 06:03:28.511547,0.2649135655399299,True,641
LN00000317,BRW000317,14866,36,14.772676224821508,Personal,2024-12-08 06:03:28.511553,0.26878670274083283,True,694
LN00000318,BRW000318,120124,24,13.142160361341638,Business,2025-01-03 06:03:28.511559,0.02,False,675
LN00000319,BRW000319,48758,12,13.895490492498077,Personal,2025-05-09 06:03:28.511566,0.02,False,640
LN00000320,BRW000320,55697,24,13.103528699401341,Personal,2024-12-21 06:03:28.511572,0.02,False,645
LN00000321,BRW000321,22773,48,18.39376719642076,Personal,2024-10-01 06:03:28.511578,0.02,False,550
LN00000322,BRW000322,28237,12,18.138701642781477,Personal,2024-12-12 06:03:28.511584,0.02,False,648
LN00000323,BRW000323,16748,18,16.243914579850056,Personal,2025-07-19 06:03:28.511590,0.02,False,715
LN00000324,BRW000324,11265,18,13.966558056716945,Home Improvement,2024-09-07 06:03:28.511596,0.02,False,679
LN00000325,BRW000325,10621,12,13.356537775440902,Education,2025-03-05 06:03:28.511602,0.3282342436979555,False,668
LN00000326,BRW000326,121696,18,14.153131403451495,Education,2024-09-16 06:03:28.511608,0.5014096157130706,False,722
LN00000327,BRW000327,30257,18,13.334172371396331,Personal,2025-02-11 06:03:28.511615,0.3379666129407228,True,669
LN00000328,BRW000328,10000,48,16.6798370819017,Personal,2024-12-14 06:03:28.511621,0.02,False,651
LN00000329,BRW000329,47533,36,18.287110953156485,Business,2025-02-09 06:03:28.511627,0.10676481460012675,False,723
LN00000330,BRW000330,179610,48,18.38168332032304,Education,2024-08-25 06:03:28.511633,0.02,False,663
LN00000331,BRW000331,10000,12,13.346997869569135,Personal,2024-09-03 06:03:28.511639,0.02,False,626
LN00000332,BRW000332,35604,12,14.206800991783076,Personal,2024-08-24 06:03:28.511645,0.02,False,696
LN00000333,BRW000333,10000,12,14.34042352599485,Personal,2024-08-27 06:03:28.511651,0.02,False,646
LN00000334,BRW000334,55514,48,19.057330463408807,Personal,2025-05-10 06:03:28.511658,0.02,False,621
LN00000335,BRW000335,10000,12,11.997417574906283,Education,2024-09-19 06:03:28.511664,0.02,False,665
LN00000336,BRW000336,23460,24,15.99111735743966,Personal,2025-01-16 06:03:28.511670,0.02,False,666
LN00000337,BRW000337,31413,18,13.37537785460225,Personal,2025-06-20 06:03:28.511676,0.04576874783728162,False,539
LN00000338,BRW000338,10000,12,15.42549026241623,Education,2025-05-10 06:03:28.511682,0.02,False,683
LN00000339,BRW000339,31421,12,18.08154900108624,Personal,2025-05-06 06:03:28.511688,0.09571438526626672,False,834
LN00000340,BRW000340,15186,36,15.03061038206511,Education,2025-04-16 06:03:28.511694,0.02,True,552
LN00000341,BRW000341,87423,12,13.739970361982863,Medical,2024-10-26 06:03:28.511700,0.2769114496647759,False,599
LN00000342,BRW000342,10000,18,18.242919894678128,Personal,2024-09-29 06:03:28.511707,0.02825960528907767,False,850
LN00000343,BRW000343,45560,18,16.389747693127152,Business,2024-08-19 06:03:28.511716,0.02,False,567
LN00000344,BRW000344,20333,24,17.44686179467802,Business,2025-06-12 06:03:28.511723,0.02,False,778
LN00000345,BRW000345,62001,24,16.793992952407322,Personal,2024-12-03 06:03:28.511729,0.02,False,627
LN00000346,BRW000346,63152,48,12.355660551798607,Education,2024-12-07 06:03:28.511736,0.02,False,656
LN00000347,BRW000347,18010,24,19.915478185647444,Business,2024-11-21 06:03:28.511742,0.3406814751588489,False,636
LN00000348,BRW000348,21252,12,15.403266345514814,Business,2025-06-19 06:03:28.511748,0.02,False,692
LN00000349,BRW000349,45569,24,18.52735005002791,Medical,2025-02-12 06:03:28.511754,0.04057757327870164,False,492
LN00000350,BRW000350,33442,24,14.949640189523631,Personal,2025-03-17 06:03:28.511760,0.02,False,668
LN00000351,BRW000351,20053,36,17.697199091640012,Education,2025-06-27 06:03:28.511766,0.09228446573140277,False,609
LN00000352,BRW000352,11308,48,19.032447829433192,Education,2025-04-16 06:03:28.511772,0.02,False,463
LN00000353,BRW000353,29503,36,18.647324671769844,Personal,2025-05-11 06:03:28.511778,0.02,False,762
LN00000354,BRW000354,10000,18,16.31615300340623,Home Improvement,2025-07-12 06:03:28.511784,0.02,False,439
LN00000355,BRW000355,36997,18,14.981447159982379,Personal,2025-01-11 06:03:28.511790,0.02,False,850
LN00000356,BRW000356,53555,48,11.774984391996302,Education,2025-03-11 06:03:28.511796,0.09126295416109222,False,711
LN00000357,BRW000357,11373,18,12.286613759090232,Education,2024-11-07 06:03:28.511802,0.04114766017158522,False,513
LN00000358,BRW000358,15775,36,19.34927450647792,Business,2024-10-03 06:03:28.511808,0.02,False,783
LN00000359,BRW000359,13299,48,13.528676664226133,Personal,2025-04-30 06:03:28.511814,0.02,False,574
LN00000360,BRW000360,51180,24,18.412665588834976,Personal,2025-03-11 06:03:28.511821,0.02,False,579
LN00000361,BRW000361,23011,24,18.743109447222377,Personal,2024-11-12 06:03:28.511827,0.02,False,469
LN00000362,BRW000362,16435,24,17.365985175877668,Business,2024-09-01 06:03:28.511833,0.02,False,563
LN00000363,BRW000363,36976,12,17.17367149144913,Personal,2024-08-20 06:03:28.511839,0.02,False,575
LN00000364,BRW000364,14993,24,12.503483648983046,Business,2025-03-10 06:03:28.511845,0.02,False,731
LN00000365,BRW000365,18713,18,11.951823029226617,Personal,2024-09-23 06:03:28.511852,0.02,False,766
LN00000366,BRW000366,10000,12,14.023851819507472,Personal,2025-06-17 06:03:28.511858,0.02,False,525
LN00000367,BRW000367,43084,24,20.95845546856262,Personal,2024-11-05 06:03:28.511864,0.02,False,677
LN00000368,BRW000368,10000,24,20.124303525721817,Business,2025-07-18 06:03:28.511870,0.02595589767470588,False,465
LN00000369,BRW000369,69310,36,16.111550073952664,Education,2024-11-19 06:03:28.511876,0.02,False,677
LN00000370,BRW000370,26667,36,19.883122804567282,Personal,2024-10-24 06:03:28.511882,0.02,False,850
LN00000371,BRW000371,19431,18,13.19510086979253,Personal,2024-12-21 06:03:28.511889,0.02,False,472
LN00000372,BRW000372,21796,36,14.89172259572246,Home Improvement,2025-01-14 06:03:28.511895,0.02,False,548
LN00000373,BRW000373,86505,18,20.76174228761238,Personal,2025-04-09 06:03:28.511901,0.02,False,722
LN00000374,BRW000374,10000,24,22.30653518650056,Education,2025-02-20 06:03:28.511907,0.39933425047141435,False,734
LN00000375,BRW000375,10000,36,18.31485477629647,Business,2025-04-16 06:03:28.511913,0.02,False,555
LN00000376,BRW000376,47453,18,11.231717330423768,Personal,2024-10-02 06:03:28.511919,0.02,False,797
LN00000377,BRW000377,10539,24,20.04861804981479,Business,2025-05-21 06:03:28.511925,0.02,False,568
LN00000378,BRW000378,12193,24,15.196543068693355,Home Improvement,2025-05-22 06:03:28.511931,0.02,False,817
LN00000379,BRW000379,15452,36,18.167724678002816,Medical,2025-07-20 06:03:28.511937,0.2879759660602329,False,696
LN00000380,BRW000380,54196,24,16.297339625977973,Education,2025-03-29 06:03:28.511943,0.02,False,777
LN00000381,BRW000381,42093,36,19.01963473717234,Business,2024-10-10 06:03:28.511949,0.02,False,687
LN00000382,BRW000382,19674,18,16.14013588182956,Personal,2025-05-15 06:03:28.511956,0.2087359881608106,False,715
LN00000383,BRW000383,30345,36,24.186788125620524,Personal,2024-10-17 06:03:28.511962,0.08318274953081065,False,721
LN00000384,BRW000384,29764,24,18.89541698481414,Personal,2024-08-25 06:03:28.511968,0.02,False,764
LN00000385,BRW000385,10000,24,12.225986771680835,Home Improvement,2025-01-13 06:03:28.511974,0.02,False,646
LN00000386,BRW000386,10429,18,10.96480042566405,Personal,2025-05-22 06:03:28.511980,0.02,False,560
LN00000387,BRW000387,10000,18,11.002271370366085,Personal,2025-05-08 06:03:28.511986,0.02,False,642
LN00000388,BRW000388,72582,12,17.78488280678654,Business,2025-06-27 06:03:28.511993,0.02,False,583
LN00000389,BRW000389,12886,12,18.887111873487953,Business,2024-08-17 06:03:28.511999,0.02,False,589
LN00000390,BRW000390,22267,12,8.163567575905608,Personal,2024-11-14 06:03:28.512005,0.02,False,815
LN00000391,BRW000391,33898,36,19.663108996325995,Personal,2025-06-24 06:03:28.512040,0.02,False,712
LN00000392,BRW000392,10127,36,17.051296459522618,Business,2025-03-16 06:03:28.512051,0.02,False,707
LN00000393,BRW000393,11180,36,20.851809409038843,Education,2025-05-29 06:03:28.512057,0.02,False,757
LN00000394,BRW000394,10543,36,13.095901809763665,Business,2025-01-03 06:03:28.512064,0.023202993001651462,False,711
LN00000395,BRW000395,10000,18,16.87198116804045,Personal,2024-12-31 06:03:28.512070,0.02,False,836
LN00000396,BRW000396,20908,24,16.84913623127395,Education,2025-08-06 06:03:28.512076,0.02,False,440
LN00000397,BRW000397,142875,48,13.678967777332453,Education,2025-06-18 06:03:28.512081,0.26768193616716657,False,550
LN00000398,BRW000398,14421,36,12.192909379152328,Personal,2024-09-07 06:03:28.512087,0.14481875781895107,False,579
LN00000399,BRW000399,14739,12,18.794057213091374,Personal,2024-09-14 06:03:28.512094,0.02,False,512
LN00000400,BRW000400,16385,24,16.68738171941001,Medical,2025-07-28 06:03:28.512100,0.41696581933314336,True,661
LN00000401,BRW000401,28262,12,17.181829645236,Business,2025-08-01 06:03:28.512106,0.4052458690529579,False,665
LN00000402,BRW000402,44585,18,20.088207884737898,Personal,2025-02-26 06:03:28.512114,0.02,False,847
LN00000403,BRW000403,11298,24,15.880852753658395,Personal,2025-05-30 06:03:28.512120,0.02,False,740
LN00000404,BRW000404,31890,36,16.944646989589454,Education,2024-10-09 06:03:28.512126,0.02,False,599
LN00000405,BRW000405,20566,24,17.057253752686137,Education,2025-02-28 06:03:28.512132,0.02,False,699
LN00000406,BRW000406,27976,18,17.13704139014887,Home Improvement,2025-02-08 06:03:28.512138,0.21199776464026002,False,467
LN00000407,BRW000407,31603,24,11.773666436611874,Business,2025-05-16 06:03:28.512145,0.05170271305668599,False,664
LN00000408,BRW000408,10098,36,15.94024650766968,Personal,2024-12-12 06:03:28.512151,0.02,False,658
LN00000409,BRW000409,14459,18,19.475196202343305,Education,2024-08-21 06:03:28.512157,0.02,False,559
LN00000410,BRW000410,31884,24,15.61598724251109,Personal,2025-06-08 06:03:28.512163,0.02,False,629
LN00000411,BRW000411,19689,18,14.582000081767381,Personal,2024-11-12 06:03:28.512169,0.02,False,580
LN00000412,BRW000412,41514,24,18.90555941827487,Personal,2025-02-02 06:03:28.512175,0.02,False,556
LN00000413,BRW000413,18436,12,16.041067140646074,Personal,2025-03-23 06:03:28.512182,0.02,False,717
LN00000414,BRW000414,49433,36,14.111092232940665,Medical,2025-07-05 06:03:28.512188,0.02,False,753
LN00000415,BRW000415,10000,12,13.415842788337235,Business,2025-03-12 06:03:28.512194,0.02,False,700
LN00000416,BRW000416,28528,18,15.838432035588772,Personal,2025-07-06 06:03:28.512200,0.02,False,606
LN00000417,BRW000417,10000,18,14.01530714051524,Business,2024-12-28 06:03:28.512206,0.02,False,583
LN00000418,BRW000418,54019,24,18.704434778001662,Business,2024-09-04 06:03:28.512212,0.02,False,609
LN00000419,BRW000419,19545,36,13.717343102759155,Medical,2024-12-03 06:03:28.512219,0.02,False,627
LN00000420,BRW000420,16774,12,16.83486044039983,Medical,2025-03-30 06:03:28.512225,0.02,False,562
LN00000421,BRW000421,11373,12,17.259559082317026,Personal,2025-08-01 06:03:28.512231,0.02,False,755
LN00000422,BRW000422,37457,36,17.898768784253793,Medical,2025-01-22 06:03:28.512237,0.02,False,629
LN00000423,BRW000423,34700,36,20.709113592576323,Personal,2024-09-12 06:03:28.512243,0.02,False,726
LN00000424,BRW000424,17584,36,11.942278159506778,Personal,2024-12-17 06:03:28.512249,0.07849989019453851,False,510
LN00000425,BRW000425,37509,24,17.823703798012694,Personal,2024-10-08 06:03:28.512255,0.03703633402048699,False,581
LN00000426,BRW000426,26278,36,17.86894633921427,Personal,2025-06-04 06:03:28.512262,0.42931339400041646,False,735
LN00000427,BRW000427,23594,18,12.74083048578057,Medical,2025-02-23 06:03:28.512268,0.02,False,737
LN00000428,BRW000428,41204,24,16.78183724171393,Education,2025-06-02 06:03:28.512274,0.02,False,529
LN00000429,BRW000429,93814,36,14.741322447115964,Education,2024-11-14 06:03:28.512285,0.02,False,680
LN00000430,BRW000430,27598,12,20.205899222341266,Home Improvement,2025-03-16 06:03:28.512291,0.02,False,682
LN00000431,BRW000431,27632,24,14.294499533295946,Personal,2025-05-22 06:03:28.512298,0.02,False,579
LN00000432,BRW000432,45930,36,15.354340078616772,Personal,2025-08-11 06:03:28.512304,0.02,False,685
LN00000433,BRW000433,10280,24,14.858889219995884,Business,2025-08-02 06:03:28.512310,0.02,False,491
LN00000434,BRW000434,19025,24,13.485538767027789,Medical,2025-03-18 06:03:28.512316,0.02,False,557
LN00000435,BRW000435,16173,18,11.351764017905897,Home Improvement,2024-10-18 06:03:28.512322,0.07732618321698927,True,709
LN00000436,BRW000436,28010,12,13.50173233824589,Personal,2025-05-10 06:03:28.512328,0.02,False,652
LN00000437,BRW000437,26200,12,16.431590131385693,Medical,2024-10-19 06:03:28.512334,0.12036457469923827,False,658
LN00000438,BRW000438,89935,48,16.847161802054497,Medical,2024-12-22 06:03:28.512341,0.02,False,632
LN00000439,BRW000439,73082,48,18.437111917214274,Personal,2025-03-17 06:03:28.512347,0.02,False,703
LN00000440,BRW000440,10000,18,19.149491200439748,Business,2025-04-10 06:03:28.512353,0.02,False,708
LN00000441,BRW000441,29313,12,17.201940313430807,Personal,2024-11-17 06:03:28.512359,0.02,False,729
LN00000442,BRW000442,38814,12,18.3899305231373,Business,2024-12-07 06:03:28.512365,0.02,False,662
LN00000443,BRW000443,23558,18,17.572154475750157,Medical,2025-05-06 06:03:28.512371,0.05062617990641703,False,611
LN00000444,BRW000444,14577,18,12.696198810010216,Education,2025-04-28 06:03:28.512383,0.035462316649149395,False,594
LN00000445,BRW000445,66368,18,17.1441444705344,Business,2025-02-27 06:03:28.512390,0.06147547104795989,False,544
LN00000446,BRW000446,28684,36,16.035617831472152,Medical,2025-04-21 06:03:28.512396,0.02,False,609
LN00000447,BRW000447,10000,36,14.305509551576998,Personal,2025-06-15 06:03:28.512402,0.02,False,589
LN00000448,BRW000448,48089,12,16.03658694970149,Personal,2024-12-09 06:03:28.512408,0.02,False,810
LN00000449,BRW000449,32022,24,17.071795409282664,Personal,2024-11-18 06:03:28.512415,0.02,False,545
LN00000450,BRW000450,13161,24,15.394461800279187,Education,2024-09-07 06:03:28.512421,0.02,False,753
LN00000451,BRW000451,11958,12,18.975380164452577,Medical,2025-02-17 06:03:28.512427,0.02,False,623
LN00000452,BRW000452,11650,36,17.02355230516214,Business,2024-10-20 06:03:28.512433,0.02,False,629
LN00000453,BRW000453,56783,12,18.62256983263572,Home Improvement,2025-04-20 06:03:28.512440,0.02,False,690
LN00000454,BRW000454,35297,12,19.769463062899636,Education,2025-05-10 06:03:28.512446,0.02,False,508
LN00000455,BRW000455,47333,12,14.812676350624585,Business,2024-12-05 06:03:28.512452,0.02,False,570
LN00000456,BRW000456,25941,48,14.665869553541631,Business,2024-08-22 06:03:28.512458,0.14773213171450275,False,525
LN00000457,BRW000457,12768,24,19.470309662330152,Medical,2025-06-05 06:03:28.512464,0.02,False,611
LN00000458,BRW000458,11667,24,13.691317044327139,Personal,2025-03-16 06:03:28.512472,0.19812010801071567,False,559
LN00000459,BRW000459,51975,36,15.70509121931056,Personal,2025-08-07 06:03:28.512478,0.02,False,781
LN00000460,BRW000460,31476,18,14.537834110781327,Personal,2024-12-09 06:03:28.512484,0.02,False,591
LN00000461,BRW000461,17808,48,13.027773750823581,Medical,2025-03-01 06:03:28.512490,0.19992442029847463,False,412
LN00000462,BRW000462,22405,24,17.493791187566895,Home Improvement,2024-12-05 06:03:28.512496,0.10212309937571214,False,616
LN00000463,BRW000463,48945,24,15.19736560834108,Personal,2025-03-30 06:03:28.512502,0.02,False,730
LN00000464,BRW000464,34563,36,13.217642578225508,Home Improvement,2025-02-09 06:03:28.512508,0.02,False,813
LN00000465,BRW000465,20459,24,18.775564263012313,Business,2024-10-29 06:03:28.512514,0.02,False,627
LN00000466,BRW000466,21226,36,12.02658729070544,Business,2025-01-12 06:03:28.512521,0.02,False,598
LN00000467,BRW000467,13733,36,15.556738713593703,Medical,2025-07-18 06:03:28.512527,0.02,False,648
LN00000468,BRW000468,22438,12,18.670972562698648,Business,2024-08-19 06:03:28.512533,0.02,False,691
LN00000469,BRW000469,17495,18,18.745111819962318,Business,2025-02-09 06:03:28.512539,0.02,False,537
LN00000470,BRW000470,21160,12,17.282578018362663,Personal,2025-01-07 06:03:28.512545,0.02,False,625
LN00000471,BRW000471,14281,18,13.359767026995522,Personal,2024-09-09 06:03:28.512551,0.02,False,645
LN00000472,BRW000472,10000,18,16.48163316517257,Business,2024-09-11 06:03:28.512558,0.1258659988944483,False,654
LN00000473,BRW000473,47242,12,17.066902322905154,Personal,2025-03-03 06:03:28.512564,0.02,False,635
LN00000474,BRW000474,34839,18,14.674468384249252,Education,2025-02-21 06:03:28.512570,0.25560661226400166,False,556
LN00000475,BRW000475,17811,36,17.129783828501374,Business,2024-08-14 06:03:28.512576,0.11119225515900999,False,683
LN00000476,BRW000476,17026,36,11.566758321440066,Business,2025-08-05 06:03:28.512583,0.02,False,645
LN00000477,BRW000477,10000,12,10.739789395203406,Education,2025-05-01 06:03:28.512589,0.02,False,645
LN00000478,BRW000478,51673,12,14.073387190783777,Home Improvement,2024-10-09 06:03:28.512595,0.02,False,541
LN00000479,BRW000479,60063,12,18.079316546623318,Personal,2025-03-12 06:03:28.512601,0.02,False,714
LN00000480,BRW000480,20529,36,18.58068092709725,Business,2024-12-17 06:03:28.512607,0.2337809131276502,False,555
LN00000481,BRW000481,28607,24,12.162393429222615,Medical,2025-02-23 06:03:28.512613,0.02,False,811
LN00000482,BRW000482,10000,48,20.40363183169299,Personal,2024-10-05 06:03:28.512619,0.02,False,532
LN00000483,BRW000483,23587,36,16.26995803157307,Personal,2024-10-22 06:03:28.512625,0.02,False,726
LN00000484,BRW000484,12703,36,11.354403237060904,Business,2025-06-17 06:03:28.512632,0.02,False,459
LN00000485,BRW000485,12738,12,16.910720216881302,Business,2025-05-12 06:03:28.512638,0.06812922151200007,False,424
LN00000486,BRW000486,17485,24,19.81673466016046,Personal,2025-03-03 06:03:28.512644,0.02,False,594
LN00000487,BRW000487,15686,48,14.545735433509279,Business,2025-03-08 06:03:28.512650,0.07919755221664539,False,424
LN00000488,BRW000488,19878,12,18.931250990085985,Business,2025-02-17 06:03:28.512656,0.11439634436165656,False,722
LN00000489,BRW000489,51293,24,20.32710921877767,Business,2025-06-01 06:03:28.512662,0.3686999628988452,True,647
LN00000490,BRW000490,10000,18,16.121532472698274,Education,2025-05-27 06:03:28.512668,0.02,False,790
LN00000491,BRW000491,14376,18,13.764391410856227,Education,2025-06-27 06:03:28.512674,0.02,False,633
LN00000492,BRW000492,36512,36,19.511030602579382,Business,2024-10-23 06:03:28.512680,0.1438763000322883,False,674
LN00000493,BRW000493,25739,24,19.500407103102845,Business,2024-12-08 06:03:28.512687,0.02,False,623
LN00000494,BRW000494,11804,36,12.22485646220207,Education,2025-08-09 06:03:28.512693,0.02,False,562
LN00000495,BRW000495,118677,24,15.694752682968533,Business,2024-09-12 06:03:28.512699,0.02,False,609
LN00000496,BRW000496,190436,24,18.16246743365078,Medical,2024-12-31 06:03:28.512705,0.02,False,529
LN00000497,BRW000497,21754,36,18.328490254075014,Business,2024-12-06 06:03:28.512711,0.02,False,688
LN00000498,BRW000498,10000,48,15.132417445590002,Business,2025-01-09 06:03:28.512717,0.02,False,619
LN00000499,BRW000499,18017,48,13.124118657433971,Personal,2025-05-27 06:03:28.512724,0.02,False,639
LN00000500,BRW000500,10000,36,20.71203515950868,Medical,2024-12-24 06:03:28.512730,0.02,False,850
LN00000501,BRW000501,30348,24,16.26811829866208,Business,2025-06-23 06:03:28.512736,0.02,False,609
LN00000502,BRW000502,34907,12,15.464071814111412,Education,2025-03-16 06:03:28.512742,0.21589562564643075,False,681
LN00000503,BRW000503,48448,12,14.235296391669767,Business,2025-04-27 06:03:28.512748,0.04952513156535292,False,644
LN00000504,BRW000504,30319,18,15.395455738774865,Personal,2025-02-07 06:03:28.512754,0.02,False,765
LN00000505,BRW000505,26449,18,11.276078146343266,Business,2024-10-29 06:03:28.512761,0.02,False,673
LN00000506,BRW000506,10000,12,18.996980022051517,Personal,2025-08-05 06:03:28.512767,0.02,False,622
LN00000507,BRW000507,10000,18,15.187385577797771,Personal,2024-10-03 06:03:28.512773,0.02,False,850
LN00000508,BRW000508,10000,12,9.69786869178311,Personal,2024-10-24 06:03:28.512780,0.04394280040943879,False,564
LN00000509,BRW000509,23498,24,13.045475291498908,Personal,2024-09-04 06:03:28.512786,0.02,False,630
LN00000510,BRW000510,43941,12,18.872696140078617,Personal,2024-11-05 06:03:28.512792,0.02,False,741
LN00000511,BRW000511,55344,36,15.573239385545556,Education,2025-07-19 06:03:28.512799,0.02,False,568
LN00000512,BRW000512,43048,18,13.633642267207474,Education,2024-10-04 06:03:28.512805,0.02,False,726
LN00000513,BRW000513,16419,24,16.397173946709604,Personal,2025-01-11 06:03:28.512859,0.02,False,602
LN00000514,BRW000514,97472,36,15.103901446928589,Business,2025-02-04 06:03:28.512874,0.02,False,750
